book_name,author,primary_genre,book_type,number_of_pages,pages_category,first_published_year,book_age,rating,ratings_count,ratings_count_log,votes,votes_log,score
"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,Science Fiction,Paperback,815,Very Long,1996,29,4.38,337610,12.729649624111515,1319,7.1853870155804165,112257
"The Maze Runner (The Maze Runner, #1)",James Dashner,Young Adult,Hardcover,384,Medium,2009,16,4.05,1672045,14.329558584210059,1277,7.15305163493748,111464
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,Young Adult,Paperback,443,Long,2008,17,4.33,380532,12.84932818051271,1217,7.1049654482698426,109421
The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,Plays,Kindle,137,Short,2000,25,4.43,9810,9.19125948416339,1259,7.138866999945524,109332
Their Eyes Were Watching God,Zora Neale Hurston,Classics,Paperback,238,Medium,1937,88,3.99,384828,12.860554358759343,1261,7.140453043101158,109193
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,Fantasy,Hardcover,672,Long,2005,20,4.58,3636270,15.106469263955347,1218,7.105786129481271,108772
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,Classics,Paperback,154,Short,1900,125,4.0,509257,13.140710043342196,1411,7.252762418053187,108491
Atonement,Ian McEwan,Fiction,Paperback,351,Medium,2001,24,3.95,561494,13.238358148401487,1288,7.161622002939187,108237
The Three Musketeers,Alexandre Dumas,Fiction,Paperback,424,Long,1998,27,4.1,345850,12.75376332545147,1349,7.2078598714324755,107587
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,Fiction,Hardcover,389,Medium,2017,8,4.39,4031321,15.20960491983184,1132,7.0326242610280065,106221
"Eat, Pray, Love",Elizabeth Gilbert,Nonfiction,Paperback,368,Medium,2006,19,3.64,1837809,14.424085203322615,1210,7.099201743553092,104580
The Diary of a Young Girl,Anne Frank,Classics,Mass,283,Medium,1947,78,4.2,4162087,15.241527429393114,1282,7.1569563646156364,103918
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,Young Adult,Hardcover,1155,Very Long,2010,15,4.5,234006,12.363106308422322,1217,7.1049654482698426,103683
"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,Mystery,Paperback,274,Medium,1934,91,4.2,725532,13.494661836143742,1286,7.160069207596127,102066
Bridge to Terabithia,Katherine Paterson,Fiction,Kindle,190,Short,1977,48,4.06,587870,13.284262815056648,1247,7.129297548929373,99866
"Frostbite (Vampire Academy, #2)",Richelle Mead,Young Adult,Paperback,327,Medium,2008,17,4.25,371464,12.825209926050247,1119,7.02108396428914,98495
"The Selection (The Selection, #1)",Kiera Cass,Romance,Hardcover,336,Medium,2012,13,4.07,1751664,14.37607732214984,1098,7.002155954403621,97795
Heart of Darkness,Joseph Conrad,Classics,Paperback,188,Short,1899,126,3.43,556198,13.228881422865966,1196,7.087573705557973,97029
Tess of the D’Urbervilles,Thomas Hardy,Classics,Paperback,518,Long,1891,134,3.84,301773,12.617433671836723,1184,7.077498053569231,96485
The Night Circus,Erin Morgenstern,Fantasy,Hardcover,506,Long,2011,14,4.0,1092629,13.904098192007773,1082,6.9874902470009905,96206
The Call of the Wild,Jack London,Classics,Mass,172,Short,1903,122,3.91,470245,13.06101124101333,1234,7.118826249062078,95082
The Prophet,Kahlil Gibran,Poetry,Paperback,127,Short,1923,102,4.23,327441,12.699066219136881,1142,7.04141166379481,94812
"Blood Promise (Vampire Academy, #4)",Richelle Mead,Young Adult,Hardcover,503,Long,2009,16,4.3,326495,12.696172976475031,1066,6.9726062513017535,93470
The Joy Luck Club,Amy Tan,Fiction,Paperback,288,Medium,1989,36,3.97,708458,13.470847467701644,1154,7.051855622955894,92376
The Phantom Tollbooth,Norton Juster,Fantasy,Paperback,248,Medium,1961,64,4.2,305831,12.630791210560226,1076,6.981934677156389,91727
"The Good Earth (House of Earth, #1)",Pearl S. Buck,Classics,Mass,418,Long,1931,94,4.01,260157,12.469044417735157,1117,7.0192966537150445,91678
The Neverending Story,Michael Ende,Fantasy,Hardcover,396,Medium,1979,46,4.18,220012,12.30144191449779,1108,7.011213987350367,91216
Madame Bovary,Gustave Flaubert,Classics,Paperback,329,Medium,1856,169,3.71,372915,12.829108472191997,1122,7.023758954738443,89680
Treasure Island,Robert Louis Stevenson,Classics,Hardcover,352,Medium,1882,143,3.85,538196,13.195979943123398,1199,7.090076835776092,89272
Oliver Twist,Charles Dickens,Classics,Paperback,608,Long,1838,187,3.88,426206,12.962680422725763,1195,7.086737934510577,88842
"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,Fantasy,Kindle,1009,Very Long,1982,43,4.13,212591,12.267130114831089,1051,6.9584483932976555,88487
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,Fantasy,Mass,1177,Very Long,2000,25,4.55,842903,13.644608351495728,1025,6.933423025730715,88384
Jonathan Livingston Seagull,Richard Bach,Fiction,Paperback,112,Short,1970,55,3.86,271600,12.512089356545026,1066,6.9726062513017535,86943
The Boy in the Striped Pajamas,John Boyne,Historical Fiction,Hardcover,224,Medium,2006,19,4.16,959293,13.773952876225861,1061,6.967909201801884,86818
Ulysses,James Joyce,Classics,Paperback,783,Long,1922,103,3.76,137438,11.830935461289402,1028,6.9363427358340495,86774
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,Science Fiction,Kindle,466,Long,1990,35,4.13,1056147,13.87013888494319,1067,6.97354301952014,86289
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,Romance,Paperback,356,Medium,2011,14,3.67,2847736,14.862035201744277,950,6.85751406254539,84162
"Beloved (Beloved Trilogy, #1)",Toni Morrison,Fiction,Paperback,325,Medium,1987,38,3.98,488033,13.098140354539442,1018,6.926577033222725,83359
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,Fantasy,Hardcover,576,Long,2010,15,4.29,935505,13.748842838358236,991,6.899723107284872,82407
"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,Historical Fiction,Kindle,516,Long,1980,45,4.1,281920,12.549382168829222,1006,6.914730892718563,81163
A Farewell to Arms,Ernest Hemingway,Classics,Paperback,293,Medium,1929,96,3.82,352052,12.771537011427801,1024,6.932447891572509,79817
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,Fantasy,Hardcover,400,Medium,2012,13,4.12,1007902,13.823382492824303,907,6.811244378601294,79130
David Copperfield,Charles Dickens,Classics,Paperback,882,Very Long,1850,175,4.04,257569,12.459046806803057,1040,6.947937068614969,78983
A Little Princess,Frances Hodgson Burnett,Classics,Paperback,242,Medium,1905,120,4.23,323647,12.687411784439655,999,6.907755278982137,78809
The World According to Garp,John Irving,Fiction,Hardcover,610,Long,1978,47,4.11,238287,12.38123530512565,974,6.882437470997847,78244
Thirteen Reasons Why,Jay Asher,Young Adult,Hardcover,352,Medium,2007,18,3.84,1022400,13.837664340695696,894,6.796823718274855,77829
His Dark Materials (His Dark Materials #1-3),Philip Pullman,Fantasy,Mass,1088,Very Long,2000,25,4.29,167987,12.031647827262825,881,6.782192056006791,75520
The Silmarillion,J.R.R. Tolkien,Fantasy,Hardcover,386,Medium,1977,48,4.03,333395,12.717086251626379,904,6.807934943699926,75171
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,Fantasy,Mass,329,Medium,1986,39,4.28,443998,13.003577589159573,877,6.777646593635117,74492
"Shōgun (Asian Saga, #1)",James Clavell,Historical Fiction,Paperback,1152,Very Long,1975,50,4.41,211343,12.261242416663645,913,6.81783057145415,74385
The Trial,Franz Kafka,Classics,Paperback,255,Medium,1925,100,3.94,391774,12.878442974391417,908,6.812345094177479,74356
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,Young Adult,Hardcover,390,Medium,2010,15,4.12,3690754,15.121341602133613,928,6.834108738813838,74348
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,Fantasy,Paperback,406,Long,1995,30,3.51,681448,13.431976692395487,899,6.802394763324311,74274
Schindler’s List,Thomas Keneally,History,Mass,429,Long,1982,43,4.34,165479,12.016605620575348,976,6.884486652042782,74224
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,Fantasy,Hardcover,498,Long,2011,14,4.42,583951,13.277574066651614,869,6.76849321164863,73996
Man's Search for Meaning,Viktor E. Frankl,Nonfiction,Paperback,165,Short,1946,79,4.37,867490,13.673360416109565,822,6.71295620067707,70572
Extremely Loud & Incredibly Close,Jonathan Safran Foer,Fiction,Paperback,326,Medium,2005,20,3.97,434544,12.982054785643616,803,6.6895992691789665,70430
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,Historical Fiction,Paperback,661,Long,2001,24,4.09,512245,13.146560257383493,859,6.756932389247553,69732
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,Horror,Paperback,421,Long,1988,37,4.26,586565,13.28204047271373,895,6.79794041297493,69637
The Green Mile,Stephen  King,Horror,Paperback,592,Long,1996,29,4.49,360790,12.796054122291856,883,6.784457062637643,69330
The Sun Also Rises,Ernest Hemingway,Classics,Paperback,189,Short,1926,99,3.79,491754,13.105735903967789,879,6.779921907472252,68889
"Fallen (Fallen, #1)",Lauren Kate,Fantasy,Hardcover,464,Long,2009,16,3.72,616771,13.332254704610703,793,6.677083461247136,68488
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,Young Adult,Hardcover,594,Long,2010,15,4.36,299219,12.608934367768223,799,6.684611727667927,67961
A Confederacy of Dunces,John Kennedy Toole,Fiction,Paperback,394,Medium,1980,45,3.89,296845,12.600968764789103,784,6.665683717782408,67565
The Lord of the Rings,J.R.R. Tolkien,Fantasy,Paperback,1216,Very Long,2001,24,4.54,727956,13.497997259500297,810,6.698268054115413,67524
The Screwtape Letters,C.S. Lewis,Fiction,Kindle,222,Medium,1942,83,4.27,516449,13.15473375743478,819,6.709304340258299,66854
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,Fantasy,Kindle,561,Long,2016,9,4.57,763579,13.545773178767305,727,6.590301048196686,66785
Misery,Stephen  King,Horror,Paperback,370,Medium,1987,38,4.23,842056,13.643602986895191,846,6.741700694652055,65865
The Crucible,Arthur Miller,Classics,Paperback,143,Short,1953,72,3.61,462072,13.043478166239831,874,6.774223886357614,65558
Cat’s Cradle,Kurt Vonnegut Jr.,Fiction,Paperback,306,Medium,1963,62,4.15,435487,12.984222520360044,803,6.6895992691789665,65503
The Secret Magdalene,Ki Longfellow,Historical Fiction,Hardcover,448,Long,2005,20,4.14,4737,8.463370384718731,670,6.508769136971682,65329
American Psycho,Bret Easton Ellis,Fiction,Paperback,399,Medium,1991,34,3.8,359839,12.793414767193143,758,6.6320017773956295,65193
The Wind in the Willows,Kenneth Grahame,Classics,Paperback,197,Short,1908,117,4.02,239631,12.386859692232177,866,6.7650389767805414,65135
A Light in the Attic,Shel Silverstein,Poetry,Hardcover,176,Short,1981,44,4.36,475201,13.071495255775924,852,6.748759547491679,64610
The Phantom of the Opera,Gaston Leroux,Classics,Mass,360,Medium,1910,115,3.96,275644,12.526869084909004,815,6.704414354964107,63607
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,Young Adult,Hardcover,489,Long,2010,15,4.32,307108,12.634958012414337,754,6.626717749249025,63571
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,Fantasy,Paperback,1009,Very Long,1998,27,4.42,1016490,13.831867058100865,782,6.663132695990803,63497
Blindness,José Saramago,Fiction,Kindle,349,Medium,1995,30,4.18,335611,12.723711009789325,730,6.594413459749778,63184
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,Fantasy,Hardcover,425,Long,2011,14,4.07,638513,13.366898880604328,782,6.663132695990803,63084
"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,Fantasy,Paperback,398,Medium,1954,71,4.41,3127738,14.955820937268339,773,6.651571873589727,62975
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,Nonfiction,Mass,242,Medium,1971,54,4.48,354673,12.778954336693587,755,6.628041376179533,62965
The God of Small Things,Arundhati Roy,Fiction,Paperback,321,Medium,1997,28,3.96,323722,12.687643490834708,737,6.6039438246004725,62767
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,Fantasy,Hardcover,1007,Very Long,2010,15,4.66,660789,13.401191367902484,659,6.492239835020471,62397
The House of the Spirits,Isabel Allende,Fiction,Paperback,448,Long,1982,43,4.3,316790,12.665997529427953,769,6.646390514847729,61983
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,Fantasy,Paperback,240,Medium,1997,28,4.02,423571,12.956478790430252,763,6.638567789166521,61836
The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,Fantasy,ebook,335,Medium,2021,4,4.41,1237,7.121252453244542,615,6.423246963533519,61459
Girl with a Pearl Earring,Tracy Chevalier,Historical Fiction,Paperback,233,Medium,1999,26,3.93,778654,13.565323351273188,795,6.679599185844383,60596
The Wind-Up Bird Chronicle,Haruki Murakami,Fiction,Paperback,607,Long,1994,31,4.14,313468,12.655455750593243,672,6.511745329644728,59764
"Uglies (Uglies, #1)",Scott Westerfeld,Young Adult,Paperback,425,Long,2005,20,3.84,706835,13.468553951916675,713,6.570882962339584,59715
Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,Nonfiction,Hardcover,291,Medium,2005,20,4.14,476647,13.074533551962014,748,6.618738983517219,59580
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,Historical Fiction,Paperback,291,Medium,2008,17,4.19,806930,13.600993441737858,731,6.595780513961311,59398
Norwegian Wood,Haruki Murakami,Fiction,Paperback,296,Medium,1987,38,3.99,723316,13.491602855948425,676,6.517671272912275,59202
Speak,Laurie Halse Anderson,Young Adult,Hardcover,224,Medium,1999,26,4.05,629758,13.353092485498205,703,6.556778356158042,57987
Paper Towns,John Green,Young Adult,Paperback,305,Medium,2008,17,3.7,1483865,14.210161402136531,680,6.523562306149512,57835
She’s Come Undone,Wally Lamb,Fiction,Mass,465,Long,1992,33,3.92,361915,12.799167419682593,698,6.54965074223381,57456
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,Fantasy,Hardcover,370,Medium,2018,7,4.01,1708221,14.350963621465224,628,6.444131256700441,57271
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,Young Adult,Hardcover,392,Medium,2009,16,3.76,496041,13.11441587954149,665,6.501289670540389,57084
Room,Emma Donoghue,Fiction,Kindle,321,Medium,2010,15,4.08,832530,13.632225737380685,671,6.51025834052315,56865
The Shack: Where Tragedy Confronts Eternity,William Paul Young,Fiction,Kindle,294,Medium,2007,18,3.84,690236,13.444790295859159,676,6.517671272912275,56652
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,Fiction,Paperback,204,Medium,1971,54,4.06,377020,12.84005616779657,686,6.532334292222349,56519
The Complete Calvin and Hobbes,Bill Watterson,Comics,Hardcover,1456,Very Long,2005,20,4.81,42051,10.646662226695721,706,6.561030665896573,56493
"Marked (House of Night, #1)",P.C. Cast,Young Adult,Paperback,306,Medium,2007,18,3.82,522002,13.165428613974697,664,6.499787040655854,56441
Kafka on the Shore,Haruki Murakami,Fiction,Paperback,467,Long,2002,23,4.12,544787,13.208152007143136,639,6.461468176353717,56427
The Sound and the Fury,William Faulkner,Classics,Paperback,366,Medium,1929,96,3.86,195399,12.182804018590819,703,6.556778356158042,56237
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,Fantasy,Hardcover,338,Medium,2011,14,3.84,1208459,14.004857379694982,631,6.448889394146858,56227
For Whom the Bell Tolls,Ernest Hemingway,Classics,Paperback,471,Long,1940,85,3.99,316927,12.666429897724104,770,6.647688373563329,56170
Island of the Blue Dolphins,Scott O'Dell,Fiction,Kindle,194,Short,1960,65,3.88,349083,12.763067859903014,712,6.569481420414296,55249
The Idiot,Fyodor Dostoevsky,Classics,Paperback,667,Long,1869,156,4.21,215585,12.281115180843672,698,6.54965074223381,55195
The Virgin Suicides,Jeffrey Eugenides,Fiction,Paperback,250,Medium,1993,32,3.78,409765,12.923341544043836,659,6.492239835020471,54796
Stranger in a Strange Land,Robert A. Heinlein,Science Fiction,Paperback,525,Long,1961,64,3.92,326124,12.69503602243903,686,6.532334292222349,54721
"Inkheart (Inkworld, #1)",Cornelia Funke,Fantasy,Paperback,563,Long,2003,22,3.93,442125,12.999350188309013,687,6.5337888379333435,54434
Roots: The Saga of an American Family,Alex Haley,Historical Fiction,Mass,729,Long,1976,49,4.45,164605,12.01131001856561,715,6.573680166960646,54368
Into the Wild,Jon Krakauer,Nonfiction,Paperback,207,Medium,1996,29,4.02,1186320,13.986367479591477,683,6.52795791762255,54111
"Wonder (Wonder, #1)",R.J. Palacio,Fiction,Hardcover,315,Medium,2012,13,4.36,1189332,13.98890320374483,630,6.447305862541213,54045
East of Eden,John Steinbeck,Classics,Paperback,601,Long,1952,73,4.44,631076,13.355183162604625,633,6.452048954437226,53844
"Neverwhere (London Below, #1)",Neil Gaiman,Fantasy,Paperback,370,Medium,1996,29,4.16,560552,13.236679075453958,645,6.470799503782602,52930
Never Let Me Go,Kazuo Ishiguro,Fiction,Paperback,288,Medium,2005,20,3.85,846553,13.648929270605755,633,6.452048954437226,52722
"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,Horror,Mass,481,Long,1985,40,4.11,216105,12.283524307033186,675,6.516193076042964,52631
"Ready Player One (Ready Player One, #1)",Ernest Cline,Science Fiction,Hardcover,480,Long,2011,14,4.23,1292549,14.072127569336022,595,6.39024066706535,52535
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,Fantasy,Hardcover,419,Long,2015,10,4.16,4123886,15.232306723161626,599,6.396929655216146,52402
"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,Fiction,Hardcover,566,Long,2007,18,4.24,774003,13.559332320517166,673,6.513230110912307,52345
"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,Fantasy,Hardcover,541,Long,2006,19,4.49,957227,13.77179688657348,575,6.3561076606958915,52218
The Things They Carried,Tim O'Brien,Fiction,Paperback,246,Medium,1990,35,4.14,343495,12.746930745744134,632,6.450470422144176,52217
"Foundation (Foundation, #1)",Isaac Asimov,Science Fiction,Hardcover,244,Medium,1951,74,4.17,593314,13.293480734246373,631,6.448889394146858,51564
"Delirium (Delirium, #1)",Lauren Oliver,Young Adult,Paperback,441,Long,2011,14,3.95,478596,13.078614186154274,591,6.3835066348840055,51470
White Oleander,Janet Fitch,Fiction,Mass,446,Long,1999,26,4.0,365968,12.81030390934275,641,6.464588303689961,51442
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,Romance,Kindle,432,Long,2011,14,4.0,707151,13.469000914698906,577,6.359573868672378,51085
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,Fantasy,Hardcover,586,Long,2012,13,4.47,670880,13.416347052983015,618,6.428105272684596,50535
"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,Fantasy,Hardcover,521,Long,2011,14,4.4,663833,13.405787397203362,634,6.453624998892692,50528
All the Light We Cannot See,Anthony Doerr,Historical Fiction,Hardcover,531,Long,2014,11,4.31,1957337,14.487095944801721,578,6.361302477572996,50170
Uncle Tom’s Cabin,Harriet Beecher Stowe,Classics,Paperback,438,Long,1852,173,3.92,242118,12.397184619813714,701,6.553933404025811,50098
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,Travel,Paperback,363,Medium,2007,18,3.98,12032,9.395408154438163,507,6.230481447578482,50012
The Martian,Andy Weir,Science Fiction,Hardcover,384,Medium,2011,14,4.42,1277104,14.060106355596883,584,6.371611847231857,49706
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,Mystery,Paperback,433,Long,2019,6,4.29,1740069,14.36943590026657,529,6.272877006546167,49582
James and the Giant Peach,Roald Dahl,Childrens,Hardcover,176,Short,1961,64,4.04,513942,13.149867643346369,692,6.541029999189903,49343
"The Once and Future King (The Once and Future King, #1-5)",T.H. White,Fantasy,Mass,639,Long,1958,67,4.07,117537,11.674516964537785,618,6.428105272684596,49229
Midnight Sun [2008 Draft],Stephenie Meyer,Young Adult,ebook,264,Medium,2008,17,4.01,148876,11.910875740656365,578,6.361302477572996,49120
I Know This Much Is True,Wally Lamb,Fiction,Paperback,897,Very Long,1998,27,4.21,325363,12.692699834579791,582,6.368187186350492,48684
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,Nonfiction,Mass,437,Long,1972,53,4.35,157938,11.96996416151323,649,6.476972362889683,48645
The Time Machine,H.G. Wells,Classics,Paperback,118,Short,1895,130,3.89,562780,13.240645843879932,682,6.52649485957079,48562
Invisible Man,Ralph Ellison,Classics,Paperback,581,Long,1952,73,3.92,201413,12.213117770256812,613,6.419994928147142,48076
"Heidi (Heidi, #1-2)",Johanna Spyri,Classics,Paperback,352,Medium,1880,145,4.04,210715,12.258266534260871,669,6.507277712385012,48050
"Me Before You (Me Before You, #1)",Jojo Moyes,Romance,Hardcover,369,Medium,2012,13,4.26,1791083,14.398331581115553,556,6.322565239927284,47861
The Historian,Elizabeth Kostova,Historical Fiction,Kindle,704,Long,2005,20,3.8,276111,12.52856185948736,577,6.359573868672378,47793
Flow Down Like Silver,Ki Longfellow,Historical Fiction,Paperback,301,Medium,2009,16,4.01,4510,8.414274137408396,494,6.20455776256869,47789
The Thirteenth Tale,Diane Setterfield,Fiction,Hardcover,406,Long,2006,19,3.98,326086,12.694919495910714,577,6.359573868672378,47637
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,Fantasy,Hardcover,994,Very Long,2011,14,4.55,617258,13.333043987903071,525,6.26530121273771,47361
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,Fiction,Paperback,444,Long,2002,23,4.22,181502,12.109027461476062,524,6.263398262591624,46813
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,Fantasy,Hardcover,517,Long,2023,2,4.57,3435543,15.04968584082286,500,6.2166061010848646,46749
"Walden or, Life in the Woods",Henry David Thoreau,Classics,Paperback,352,Medium,1854,171,3.77,203683,12.22432505224726,621,6.432940092739179,46327
Leaves of Grass,Walt Whitman,Poetry,Paperback,624,Long,1855,170,4.11,116283,11.663790753805957,631,6.448889394146858,46220
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,Fantasy,Hardcover,535,Long,2012,13,4.21,565242,13.245011006162606,575,6.3561076606958915,46206
"Are You There God? It’s Me, Margaret",Judy Blume,Young Adult,Hardcover,149,Short,1970,55,3.95,255117,12.449481462205108,617,6.42648845745769,46079
The Complete Maus,Art Spiegelman,Graphic Novels,Paperback,296,Medium,1980,45,4.58,252493,12.439142765038984,577,6.359573868672378,45994
"Graceling (Graceling Realm, #1)",Kristin Cashore,Fantasy,Hardcover,471,Long,2008,17,4.06,479722,13.080964132974065,545,6.302618975744905,45941
Different Seasons,Stephen  King,Horror,Mass,560,Long,1982,43,4.36,220507,12.30368925439003,614,6.421622267806518,45851
The Cider House Rules,John Irving,Fiction,Hardcover,1064,Very Long,1985,40,4.17,195157,12.181564765875622,602,6.401917196727186,44699
Fangirl,Rainbow Rowell,Young Adult,ebook,483,Long,2013,12,3.94,778763,13.565463326450296,509,6.234410725718371,43861
Mrs. Dalloway,Virginia Woolf,Classics,Hardcover,194,Short,1925,100,3.78,354365,12.778085556316253,570,6.3473892096560105,43859
"Legend (Legend, #1)",Marie Lu,Dystopia,Hardcover,305,Medium,2011,14,4.15,562352,13.239885045573873,502,6.220590170099739,43817
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,Fantasy,Kindle,408,Long,2014,11,4.45,665128,13.407736285787747,480,6.175867270105761,43275
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,Fiction,Hardcover,416,Long,1987,38,4.28,325775,12.693965307611649,592,6.385194398997726,42742
Do Androids Dream of Electric Sheep?,Philip K. Dick,Science Fiction,ebook,258,Medium,1968,57,4.09,509677,13.141534432751907,547,6.306275286948016,42741
Sophie’s World,Jostein Gaarder,Philosophy,Paperback,403,Long,1991,34,3.97,280917,12.545818090782998,517,6.249975242259483,42647
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,Classics,Mass,256,Medium,1902,123,4.13,385984,12.863553787588268,589,6.380122536899765,42587
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,Young Adult,Hardcover,390,Medium,2012,13,4.29,673422,13.420128940159996,457,6.126869184114185,41889
A Little Life,Hanya Yanagihara,Fiction,Hardcover,720,Long,2015,10,4.28,913757,13.725321045137758,443,6.095824562432225,41853
The Awakening,Kate Chopin,Classics,Paperback,195,Short,1899,126,3.69,226536,12.330663565972573,533,6.280395838960195,41814
The Graveyard Book,Neil Gaiman,Fantasy,Hardcover,312,Medium,2008,17,4.15,565410,13.245308179305294,515,6.246106765481563,40947
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,Fiction,Paperback,215,Medium,1958,67,3.74,410817,12.925905573019158,530,6.274762021241939,40872
Black Beauty,Anna Sewell,Classics,Mass,245,Medium,1877,148,4.0,297522,12.603246811903857,589,6.380122536899765,40852
Middlemarch,George Eliot,Classics,Mass,912,Very Long,1872,153,4.04,178527,12.092500730645256,512,6.240275845170769,40806
Stardust,Neil Gaiman,Fantasy,Paperback,248,Medium,1999,26,4.1,480316,13.082201581571619,521,6.257667587882639,40579
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,Romance,Paperback,532,Long,2011,14,3.83,971729,13.786833267077405,479,6.173786103901937,40385
The Wasp Factory,Iain Banks,Fiction,Paperback,184,Short,1984,41,3.75,108187,11.591625733513894,458,6.129050210060545,40185
Number the Stars,Lois Lowry,Historical Fiction,Mass,137,Short,1989,36,4.19,617653,13.333683709103626,525,6.26530121273771,40086
Sophie’s Choice,William Styron,Fiction,Paperback,562,Long,1979,46,4.17,94323,11.45449094313306,544,6.300785794663244,39884
The Prince of Tides,Pat Conroy,Fiction,Paperback,679,Long,1986,39,4.26,216017,12.283117016527607,525,6.26530121273771,39868
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,Fantasy,Mass,292,Medium,2001,24,3.97,559853,13.23543131443374,504,6.22455842927536,39725
"A Time to Kill (Jake Brigance, #1)",John Grisham,Fiction,Mass,738,Long,1989,36,4.12,825126,13.623292592863304,535,6.284134161070802,39582
"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,Fantasy,Mass,221,Medium,1955,70,4.05,601777,13.30764388551418,548,6.3080984415095305,39384
War and Peace,Leo Tolstoy,Classics,Paperback,1392,Very Long,1869,156,4.17,364134,12.805279956981096,476,6.1675164908883415,39159
V for Vendetta,Alan             Moore,Graphic Novels,Hardcover,296,Medium,1990,35,4.26,324197,12.689109719233223,512,6.240275845170769,39048
"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,Fiction,Hardcover,288,Medium,1996,29,3.81,1020632,13.8359335810105,537,6.2878585601617845,39008
The Art of Racing in the Rain,Garth Stein,Fiction,Hardcover,336,Medium,2008,17,4.23,552563,13.222324542769519,458,6.129050210060545,38789
Eleanor & Park,Rainbow Rowell,Young Adult,Hardcover,328,Medium,2012,13,3.92,1254307,14.042094584051902,450,6.111467339502679,38535
White Fang,Jack London,Classics,Paperback,252,Medium,1906,119,4.03,206399,12.237571312589544,547,6.306275286948016,38482
